--Loading Dataset--
--Finished Loading Dataset--
--Initialized Transcoder--
--Created Dataloader--
--Beginning Training--
         14709571 function calls (14634871 primitive calls) in 189.005 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:3715(InliningInstructionTranslator)
        1    0.000    0.000    0.000    0.000 polynomialring.py:10(PolynomialRing)
       12    0.000    0.000    0.000    0.000 __init__.py:431(<genexpr>)
        1    0.000    0.000    0.000    0.000 octave.py:65(OctaveCodePrinter)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.dumps}
        1    0.000    0.000    0.000    0.000 _cache.py:32(CacheArtifact)
        8    0.000    0.000    0.000    0.000 symbolic_convert.py:571(generic_jump)
        1    0.000    0.000    0.000    0.000 planarity.py:769(PlanarEmbedding)
        1    0.000    0.000    0.000    0.000 utils.py:1554(ChromiumEventLogger)
        1    0.000    0.000    0.000    0.000 _sarif_log.py:16(SarifLog)
        1    0.000    0.000    0.000    0.000 limitseq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 branchings.py:842(Partition)
       60    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        5    0.000    0.000    0.000    0.000 _utils.py:191(get_tensor_metadata)
        8    0.000    0.000    0.000    0.000 inspect.py:545(isabstract)
        1    0.000    0.000    0.000    0.000 _location.py:19(Location)
       10    0.000    0.000    0.000    0.000 pretty_symbology.py:175(<lambda>)
       14    0.000    0.000    0.000    0.000 dispatcher.py:113(__init__)
       18    0.000    0.000    0.000    0.000 typing.py:1634(__eq__)
       30    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 _api.py:142(BaseFileLock)
        1    0.000    0.000    0.000    0.000 integerring.py:20(IntegerRing)
        1    0.000    0.000    0.000    0.000 timeutils.py:37(__do_timings)
        1    0.000    0.000    0.000    0.000 partitioners.py:86(NodeInfo)
        1    0.000    0.000    0.000    0.000 _rectangle.py:12(Rectangle)
       43    0.000    0.000    0.000    0.000 dispatcher.py:120(register)
        1    0.000    0.000    0.000    0.000 _node.py:17(Node)
       41    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 _thread_flow.py:16(ThreadFlow)
        2    0.000    0.000    0.000    0.000 dataset.py:401(__init__)
        1    0.000    0.000    0.000    0.000 groebnertools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fourier.py:127(FourierSeries)
        1    0.000    0.000    0.000    0.000 _message.py:12(Message)
       31    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 base_backend.py:49(Plot)
        1    0.000    0.000    0.000    0.000 _edge.py:12(Edge)
        1    0.000    0.000    0.000    0.000 factor_.py:665(FactorCache)
        1    0.000    0.000    0.000    0.000 jit.py:231(KernelParam)
        1    0.000    0.000    0.000    0.000 _run_automation_details.py:12(RunAutomationDetails)
        1    0.000    0.000    0.000    0.000 decompogen.py:1(<module>)
       10    0.000    0.000    0.000    0.000 pretty_symbology.py:171(<lambda>)
        1    0.000    0.000    0.000    0.000 polygon.py:28(Polygon)
        1    0.000    0.000    0.000    0.000 partitioners.py:60(OpTypes)
        1    0.000    0.000    0.000    0.000 _stack_frame.py:12(StackFrame)
        4    0.000    0.000    0.000    0.000 typing.py:2374(get_args)
        1    0.000    0.000    0.000    0.000 _suppression.py:12(Suppression)
       31    0.000    0.000    0.000    0.000 _internal.py:140(is_off_by_default)
       57    0.000    0.000    0.000    0.000 _builtins.py:148(_get_builtin_table)
        1    0.000    0.000    0.000    0.000 _exception.py:16(Exception)
        4    0.000    0.000    0.000    0.000 typing.py:827(<genexpr>)
       61    0.000    0.000    0.000    0.000 _compiler.py:433(_get_iscased)
        1    0.000    0.000    0.000    0.000 modules.py:1280(ModuleElement)
      155    0.000    0.000    0.000    0.000 inspect.py:608(<lambda>)
       31    0.000    0.000    0.000    0.000 laplace.py:48(DEBUG_WRAP)
        1    0.000    0.000    0.000    0.000 gosper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen os>:717(__setitem__)
       11    0.000    0.000    0.000    0.000 eigen.py:41(defun)
        1    0.000    0.000    0.000    0.000 _reporting_configuration.py:12(ReportingConfiguration)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1336(__init__)
        1    0.000    0.000    0.000    0.000 finitefield.py:108(FiniteField)
        2    0.000    0.000    0.000    0.000 densebasic.py:333(_rec_strip)
        1    0.000    0.000    0.000    0.000 _reporting_descriptor_relationship.py:16(ReportingDescriptorRelationship)
        5    0.000    0.000    0.000    0.000 _python_dispatch.py:369(is_traceable_wrapper_subclass)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._remove_worker_pids}
        4    0.000    0.000    0.000    0.000 pretty_symbology.py:232(<lambda>)
        1    0.000    0.000    0.000    0.000 polytools.py:7556(GroebnerBasis)
        1    0.000    0.000    0.000    0.000 torch_function.py:210(TorchFunctionModeStackStateManager)
       12    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 codecache.py:1365(CudaKernelParamCache)
        2    0.000    0.000    0.000    0.000 infer_schema.py:79(unstringify_types)
       16    0.000    0.000    0.000    0.000 process.py:205(daemon)
       14    0.000    0.000    0.000    0.000 libmpf.py:153(_normalize)
        2    0.000    0.000    0.000    0.000 __init__.py:595(__init__)
       12    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       22    0.000    0.000    0.000    0.000 custom_ops.py:208(_qualname)
        1    0.000    0.000    0.000    0.000 glsl.py:30(GLSLPrinter)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:620(MemoizeWithCycleCheck)
        1    0.000    0.000    0.000    0.000 sparse.py:21(SparseRepMatrix)
       15    0.000    0.000    0.000    0.000 math2.py:27(_mathfun_real)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1105(EvaluateFalseTransformer)
        4    0.000    0.000    0.000    0.000 typing.py:3117(__init__)
        1    0.000    0.000    0.000    0.000 _cache.py:56(CacheInfo)
        1    0.000    0.000    0.000    0.000 lambdarepr.py:75(NumExprPrinter)
        1    0.000    0.000    0.000    0.000 mathematica.py:122(MCodePrinter)
        1    0.000    0.000    0.000    0.000 runtime_wrappers.py:783(AOTDedupeWrapper)
        1    0.000    0.000    0.000    0.000 algebraicfield.py:15(AlgebraicField)
       41    0.000    0.000    0.000    0.000 decorators.py:83(call_highest_priority)
        5    0.000    0.000    0.000    0.000 _namedtensor_internals.py:12(check_serializing_named_tensor)
        1    0.000    0.000    0.000    0.000 _physical_location.py:17(PhysicalLocation)
        1    0.000    0.000    0.000    0.000 summations.py:42(Sum)
        1    0.000    0.000    0.000    0.000 factorials.py:36(factorial)
        1    0.000    0.000    0.000    0.000 facts.py:75(transitive_closure)
        1    0.000    0.000    0.000    0.000 _attachment.py:18(Attachment)
        1    0.000    0.000    0.000    0.000 binrel.py:15(BinaryRelation)
        2    0.000    0.000    0.000    0.000 _weights_only_unpickler.py:89(_add_safe_globals)
        1    0.000    0.000    0.000    0.000 modules.py:840(Submodule)
       42    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 dispatcher.py:89(Dispatcher)
        1    0.000    0.000    0.000    0.000 _einsum_strategy.py:15(EinsumDims)
       57    0.000    0.000    0.000    0.000 context.py:187(get_context)
        1    0.000    0.000    0.000    0.000 _edge_traversal.py:12(EdgeTraversal)
        1    0.000    0.000    0.000    0.000 conditionset.py:19(ConditionSet)
        1    0.000    0.000    0.000    0.000 _location_relationship.py:12(LocationRelationship)
        1    0.000    0.000    0.000    0.000 utils.py:172(ReinplaceCounters)
        1    0.000    0.000    0.000    0.000 array_comprehension.py:10(ArrayComprehension)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:386(_set_prec)
        1    0.000    0.000    0.000    0.000 polygon.py:1420(RegularPolygon)
       40    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.000    0.000 special.py:181(__new__)
       17    0.000    0.000    0.000    0.000 {method '__enter__' of '_multiprocessing.SemLock' objects}
        1    0.000    0.000    0.000    0.000 tensor.py:1190(SymNodeVariable)
       12    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 repr.py:18(ReprPrinter)
       32    0.000    0.000    0.000    0.000 decorators.py:196(sympify_return)
       12    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 decorator.py:85(conserve_mpmath_dps)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:304(MPIntervalContext)
        1    0.000    0.000    0.000    0.000 rootisolation.py:1728(RealInterval)
        1    0.000    0.000    0.000    0.000 complexfield.py:16(ComplexField)
        1    0.000    0.000    0.000    0.000 precedence.py:1(<module>)
       17    0.000    0.000    0.000    0.000 synchronize.py:97(__exit__)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:16(GaussianElement)
        1    0.000    0.000    0.000    0.000 ideals.py:7(Ideal)
        1    0.000    0.000    0.000    0.000 modules.py:204(Module)
        1    0.000    0.000    0.000    0.000 _artifact_location.py:12(ArtifactLocation)
        1    0.000    0.000    0.000    0.000 rcode.py:78(RCodePrinter)
       31    0.000    0.000    0.000    0.000 _internal.py:155(is_artifact_enabled)
        1    0.000    0.000    0.000    0.000 torch_function.py:298(TorchFunctionModeStackVariable)
        1    0.000    0.000    0.000    0.000 libmpc.py:205(mpc_div_mpf)
        1    0.000    0.000    0.000    0.000 distributed.py:339(BackwardHookVariable)
        1    0.000    0.000    0.000    0.000 pythonmpq.py:46(PythonMPQ)
        1    0.000    0.000    0.000    0.000 printers.py:14(ExprPrinter)
        1    0.000    0.000    0.000    0.000 cache.py:50(FileCacheManager)
        1    0.000    0.000    0.000    0.000 _reporting_descriptor_reference.py:15(ReportingDescriptorReference)
        1    0.000    0.000    0.000    0.000 create_parameter_op.py:21(TracableCreateParameter)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:379(MinMaxBase)
        1    0.000    0.000    0.000    0.000 source.py:487(DefaultsSource)
        1    0.000    0.000    0.000    0.000 ordinals.py:273(__new__)
        1    0.000    0.000    0.000    0.000 qfunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:38(ivmpf)
        1    0.000    0.000    0.000    0.000 numpy.py:37(NumPyPrinter)
        1    0.000    0.000    0.000    0.000 replicate.py:17(_ReplicateState)
        1    0.000    0.000    0.000    0.000 dot.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cache.py:190(LazyFunction)
        5    0.000    0.000    0.000    0.000 ctx_base.py:458(memoize)
        1    0.000    0.000    0.000    0.000 functools.py:844(_is_union_type)
        1    0.000    0.000    0.000    0.000 registration.py:37(OpName)
        1    0.000    0.000    0.000    0.000 remote_cache.py:237(RedisRemoteCacheBackend)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.imatmul}
        1    0.000    0.000    0.000    0.000 numpy.py:348(SciPyPrinter)
        1    0.000    0.000    0.000    0.000 fetch.py:9(__init__)
        1    0.000    0.000    0.000    0.000 functions.py:1734(DynamoTritonHOPifier)
        1    0.000    0.000    0.000    0.000 homomorphisms.py:18(ModuleHomomorphism)
        1    0.000    0.000    0.000    0.000 _globals.py:17(_InternalGlobals)
        1    0.000    0.000    0.000    0.000 products.py:17(Product)
        4    0.000    0.000    0.000    0.000 kind.py:75(__new__)
       72    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        2    0.000    0.000    0.000    0.000 utils.py:187(disable_on_exception)
       12    0.000    0.000    0.000    0.000 {built-in method math.gcd}
        1    0.000    0.000    0.000    0.000 planarity.py:224(ConflictPair)
        1    0.000    0.000    0.000    0.000 pythonrationalfield.py:9(PythonRationalField)
        4    0.000    0.000    0.000    0.000 libmpf.py:631(mpf_le)
        4    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        1    0.000    0.000    0.000    0.000 torch_function.py:235(SymbolicTorchFunctionState)
        1    0.000    0.000    0.000    0.000 symbolic_opset13.py:403(_reduce_with_dtype)
        1    0.000    0.000    0.000    0.000 _external_property_file_reference.py:15(ExternalPropertyFileReference)
        1    0.000    0.000    0.000    0.000 utils.py:125(__eq__)
        5    0.000    0.000    0.000    0.000 pretty_symbology.py:172(<lambda>)
        1    0.000    0.000    0.000    0.000 bessel.py:1207(hn2)
        1    0.000    0.000    0.000    0.000 plane.py:30(Plane)
        1    0.000    0.000    0.000    0.000 _tool_component_reference.py:12(ToolComponentReference)
        1    0.000    0.000    0.000    0.000 serialization.py:900(_check_save_filelike)
       20    0.000    0.000    0.000    0.000 core.py:270(_unwrap_if_constexpr)
        1    0.000    0.000    0.000    0.000 _embedding_ops.py:69(_MaskPartial)
        1    0.000    0.000    0.000    0.000 eval_frame.py:293(OptimizedModule)
   2664/2    0.002    0.000    0.000    0.000 <frozen importlib._bootstrap>:480(_call_with_frames_removed)
        1    0.000    0.000    0.000    0.000 bessel.py:1151(hn1)
        1    0.000    0.000    0.000    0.000 dfm.py:18(DFM_dummy)
        1    0.000    0.000    0.000    0.000 functions.py:371(Where)
        1    0.000    0.000    0.000    0.000 autotune_cache.py:228(_AutotuneCacheBundlerImpl)
        5    0.000    0.000    0.000    0.000 cache.py:155(cached_property)
        1    0.000    0.000    0.000    0.000 special.py:68(GenericZeroMatrix)
        1    0.000    0.000    0.000    0.000 ctx_mp.py:58(MPContext)
        1    0.000    0.000    0.000    0.000 tempfile.py:313(gettempdir)
       29    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        1    0.000    0.000    0.000    0.000 multigraph.py:15(MultiGraph)
        3    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1275(AssociativeScanHigherOrderVariable)
